time,seconds_elapsed,z,y,x
1761333579885096700,0.0700966796875,9.856036186218262,0.5623133182525635,0.24885354936122894
1761333579903795500,0.08879541015625,9.90149974822998,0.5312066078186035,0.23688943684101105
1761333579922494500,0.107494384765625,9.868000984191895,0.5312066078186035,0.2392822653055191
1761333579941193500,0.126193359375,9.906285285949707,0.550349235534668,0.23688943684101105
1761333579959892500,0.144892578125,9.882357597351074,0.5383850932121277,0.22971096634864807
1761333579978591500,0.163591552734375,9.899106979370117,0.5335994362831116,0.23210379481315613
1761333579997290200,0.182290283203125,9.882357597351074,0.5431707501411438,0.24167509377002716
1761333580015989200,0.2009892578125,9.89432144165039,0.5359922647476196,0.22971096634864807
1761333580034688300,0.219688232421875,9.877572059631348,0.5431707501411438,0.23449662327766418
1761333580053387300,0.23838720703125,9.90149974822998,0.5647061467170715,0.24885354936122894
1761333580072086300,0.257086181640625,9.877572059631348,0.550349235534668,0.2392822653055191
1761333580090785000,0.275784912109375,9.8871431350708,0.5288137793540955,0.24885354936122894
1761333580109484000,0.294484130859375,9.8871431350708,0.5431707501411438,0.24885354936122894
1761333580128183000,0.31318310546875,9.889535903930664,0.5431707501411438,0.25363919138908386
1761333580146882000,0.331882080078125,9.877572059631348,0.5383850932121277,0.23449662327766418
1761333580165580800,0.350580810546875,9.879964828491211,0.550349235534668,0.2225325107574463
1761333580184279800,0.36927978515625,9.879964828491211,0.5288137793540955,0.24406790733337402
1761333580202978800,0.387978759765625,9.875179290771484,0.5359922647476196,0.2560320198535919
1761333580221677800,0.406677734375,9.884750366210938,0.5407779216766357,0.23688943684101105
1761333580240376600,0.42537646484375,9.891928672790527,0.5359922647476196,0.23688943684101105
1761333580259075600,0.44407568359375,9.872786521911621,0.5359922647476196,0.22492532432079315
1761333580277774600,0.462774658203125,9.879964828491211,0.5312066078186035,0.24646073579788208
1761333580296473600,0.4814736328125,9.875179290771484,0.5359922647476196,0.24406790733337402
1761333580315172600,0.500172607421875,9.896714210510254,0.5431707501411438,0.23688943684101105
1761333580333871600,0.51887158203125,9.870393753051758,0.5312066078186035,0.24167509377002716
1761333580352570400,0.5375703125,9.877572059631348,0.5407779216766357,0.2512463629245758
1761333580371269400,0.556269287109375,9.896714210510254,0.5407779216766357,0.22971096634864807
1761333580389968400,0.574968505859375,9.884750366210938,0.5383850932121277,0.2273181527853012
1761333580408667400,0.59366748046875,9.891928672790527,0.5383850932121277,0.24167509377002716
1761333580427366400,0.612366455078125,9.870393753051758,0.5359922647476196,0.23688943684101105
1761333580446065200,0.631065185546875,9.882357597351074,0.5335994362831116,0.23688943684101105
1761333580464764200,0.64976416015625,9.899106979370117,0.5383850932121277,0.22013968229293823
1761333580483463200,0.668463134765625,9.884750366210938,0.5264210104942322,0.22971096634864807
1761333580502162200,0.687162109375,9.877572059631348,0.5742774605751038,0.24167509377002716
1761333580520861200,0.705861083984375,9.889535903930664,0.5407779216766357,0.2392822653055191
1761333580539560000,0.724559814453125,9.882357597351074,0.5264210104942322,0.2632105052471161
1761333580558259000,0.743259033203125,9.884750366210938,0.5288137793540955,0.22971096634864807
1761333580576958000,0.7619580078125,9.8871431350708,0.5335994362831116,0.23449662327766418
1761333580595656700,0.78065673828125,9.889535903930664,0.5407779216766357,0.24646073579788208
1761333580614355700,0.799355712890625,9.8871431350708,0.5383850932121277,0.26081767678260803
1761333580633054700,0.8180546875,9.868000984191895,0.5240281820297241,0.24167509377002716
1761333580651753700,0.836753662109375,9.884750366210938,0.5335994362831116,0.2512463629245758
1761333580670452700,0.85545263671875,9.879964828491211,0.5551348328590393,0.24406790733337402
1761333580689151500,0.8741513671875,9.891928672790527,0.5264210104942322,0.2225325107574463
1761333580707850500,0.8928505859375,9.879964828491211,0.5623133182525635,0.24646073579788208
1761333580726549500,0.911549560546875,9.884750366210938,0.5383850932121277,0.2225325107574463
1761333580745248500,0.93024853515625,9.884750366210938,0.5383850932121277,0.24885354936122894
1761333580763947500,0.948947509765625,9.882357597351074,0.5407779216766357,0.23688943684101105
1761333580782646300,0.967646240234375,9.872786521911621,0.5407779216766357,0.23688943684101105
1761333580801345300,0.98634521484375,9.879964828491211,0.5383850932121277,0.2584248483181
1761333580820044300,1.005044189453125,9.868000984191895,0.5383850932121277,0.2392822653055191
1761333580838743300,1.023743408203125,9.882357597351074,0.5527420043945312,0.23688943684101105
1761333580857442300,1.0424423828125,9.884750366210938,0.5359922647476196,0.23449662327766418
1761333580876141000,1.06114111328125,9.877572059631348,0.5551348328590393,0.23449662327766418
1761333580894840000,1.079840087890625,9.879964828491211,0.5383850932121277,0.24167509377002716
1761333580913539000,1.0985390625,9.889535903930664,0.5599204897880554,0.24885354936122894
1761333580932238000,1.117238037109375,9.882357597351074,0.550349235534668,0.2512463629245758
1761333580950937000,1.13593701171875,9.875179290771484,0.5479564070701599,0.24406790733337402
1761333580969635800,1.1546357421875,9.884750366210938,0.5383850932121277,0.23449662327766418
1761333580988334800,1.1733349609375,9.891928672790527,0.5312066078186035,0.24167509377002716
1761333581007033900,1.192033935546875,9.899106979370117,0.5335994362831116,0.21774685382843018
1761333581025732900,1.21073291015625,9.879964828491211,0.5455635786056519,0.23210379481315613
1761333581044431600,1.229431640625,9.891928672790527,0.5264210104942322,0.24167509377002716
1761333581063130600,1.248130615234375,9.882357597351074,0.5670989751815796,0.24885354936122894
1761333581081829600,1.26682958984375,9.8871431350708,0.5479564070701599,0.23210379481315613
1761333581100528600,1.285528564453125,9.8871431350708,0.5383850932121277,0.24167509377002716
1761333581119227600,1.3042275390625,9.858428955078125,0.550349235534668,0.2392822653055191
1761333581137926400,1.322926513671875,9.879964828491211,0.5431707501411438,0.22971096634864807
1761333581156625400,1.34162548828125,9.879964828491211,0.5335994362831116,0.2273181527853012
1761333581175324400,1.360324462890625,9.899106979370117,0.5527420043945312,0.24167509377002716
1761333581194023400,1.3790234375,9.882357597351074,0.519242525100708,0.23449662327766418
1761333581212722400,1.397722412109375,9.879964828491211,0.5288137793540955,0.24646073579788208
1761333581231421200,1.416421142578125,9.896714210510254,0.5431707501411438,0.24406790733337402
1761333581250120200,1.4351201171875,9.8871431350708,0.5455635786056519,0.2225325107574463
1761333581268819200,1.453819091796875,9.882357597351074,0.5359922647476196,0.24885354936122894
1761333581287518200,1.472518310546875,9.877572059631348,0.5240281820297241,0.24885354936122894
1761333581306217200,1.49121728515625,9.8871431350708,0.5479564070701599,0.2392822653055191
1761333581324916000,1.509916015625,9.872786521911621,0.5240281820297241,0.2392822653055191
1761333581343615000,1.528614990234375,9.884750366210938,0.5383850932121277,0.23210379481315613
1761333581362314000,1.54731396484375,9.899106979370117,0.5335994362831116,0.2392822653055191
1761333581381012700,1.5660126953125,9.889535903930664,0.550349235534668,0.24885354936122894
1761333581399711700,1.584711669921875,9.889535903930664,0.550349235534668,0.23210379481315613
1761333581418410800,1.60341064453125,9.872786521911621,0.550349235534668,0.24646073579788208
1761333581437109800,1.62210986328125,9.875179290771484,0.5335994362831116,0.2392822653055191
1761333581455808800,1.640808837890625,9.884750366210938,0.5335994362831116,0.24885354936122894
1761333581474507500,1.659507568359375,9.879964828491211,0.5431707501411438,0.22971096634864807
1761333581493206500,1.67820654296875,9.870393753051758,0.5383850932121277,0.25363919138908386
1761333581511905500,1.696905517578125,9.882357597351074,0.5527420043945312,0.24167509377002716
1761333581530604500,1.7156044921875,9.884750366210938,0.5359922647476196,0.2392822653055191
1761333581549303600,1.734303466796875,9.875179290771484,0.5335994362831116,0.24646073579788208
