time,seconds_elapsed,z,y,x
1761334327307051500,0.053051513671875,0.0769689604640007,0.34315329790115356,-0.3430005609989166
1761334327325752800,0.0717529296875,0.0360410213470459,-0.039248060435056686,-0.013133592903614044
1761334327344454400,0.090454345703125,-0.03298669680953026,-0.1663079410791397,0.35094180703163147
1761334327363155700,0.10915576171875,-0.14049890637397766,-0.20540328323841095,0.6423243284225464
1761334327381857000,0.12785693359375,-0.22846342623233795,-0.14981459081172943,0.6343830823898315
1761334327400558300,0.146558349609375,-0.2370155304670334,-0.08811724185943604,0.46517354249954224
1761334327419260000,0.165260009765625,-0.14233149588108063,-0.141262486577034,0.2684750556945801
1761334327437961200,0.183961181640625,-0.0409279391169548,-0.19685117900371552,0.07116574794054031
1761334327456662500,0.20266259765625,0.03848448023200035,-0.18890993297100067,-0.1279761642217636
1761334327475364000,0.221364013671875,0.10079269111156464,-0.0850629210472107,-0.3381136655807495
1761334327494065400,0.2400654296875,0.05864302068948746,0.18432845175266266,-0.47006043791770935
1761334327512766700,0.2587666015625,-0.03298669680953026,0.54962557554245,-0.36682429909706116
1761334327531468000,0.277468017578125,-0.07757982611656189,0.661413848400116,-0.21960589289665222
1761334327550169600,0.296169677734375,0.008552107028663158,0.38408124446868896,-0.04550942778587341
1761334327568871000,0.314870849609375,0.07452550530433655,-0.026419902220368385,0.19944734871387482
1761334327587572200,0.333572265625,-0.009162971749901772,-0.13393209874629974,0.499381959438324
1761334327606273500,0.3522734375,-0.27855435013771057,0.047494735568761826,0.3081812858581543
1761334327624975000,0.37097509765625,-0.5925388336181641,0.2759581506252289,-0.41325002908706665
1761334327643676400,0.389676513671875,-0.6945532560348511,0.13545925915241241,-0.8280271887779236
1761334327662377700,0.408377685546875,-0.42088583111763,-0.22189663350582123,-1.6740748882293701
1761334327681079300,0.427079345703125,-0.22785256803035736,0.5490147471427917,-2.3142611980438232
1761334327699780600,0.445780517578125,-0.08674279600381851,1.7640247344970703,-0.8994984030723572
1761334327718482000,0.46448193359375,0.2461785078048706,1.1281145811080933,1.0876446962356567
1761334327737183200,0.483183349609375,0.4001164436340332,-0.0154243353754282,2.014937400817871
1761334327755884800,0.501884765625,0.2938259541988373,-0.33918267488479614,1.701563835144043
1761334327774586000,0.520586181640625,0.17531819641590118,0.030390523374080658,0.952032744884491
1761334327793287400,0.539287353515625,0.010995565913617611,0.2435823380947113,0.5244274139404297
1761334327811989000,0.557989013671875,-0.15149445831775665,0.2124282270669937,0.22937972843647003
1761334327830690300,0.576690185546875,-0.2162461280822754,0.11713331937789917,-0.1438586562871933
1761334327849391600,0.5953916015625,-0.19425499439239502,-0.17486004531383514,-0.4169152081012726
1761334327868093000,0.614093017578125,-0.07819069176912308,-0.5328267812728882,-0.48960810899734497
1761334327886794500,0.63279443359375,0.07941242307424545,-0.7435751557350159,-0.4358520209789276
1761334327905495800,0.651495849609375,0.22724169492721558,-0.7600684762001038,-0.4608974754810333
1761334327924197000,0.670197021484375,0.2260199636220932,-0.5945241451263428,-0.4266890585422516
1761334327942898400,0.6888984375,0.14660754799842834,-0.23533566296100616,-0.21777328848838806
1761334327961600000,0.70760009765625,0.15271618962287903,0.07376192510128021,-0.025350889191031456
1761334327980301300,0.72630126953125,0.18081597983837128,0.3058905303478241,0.12675444781780243
1761334327999002600,0.745002685546875,0.008552107028663158,0.31444263458251953,0.10109812021255493
1761334328017704200,0.7637041015625,-0.45998117327690125,0.4543306827545166,0.20677772164344788
1761334328036405500,0.782405517578125,-0.5320632457733154,0.9546289443969727,0.37293294072151184
1761334328055106800,0.80110693359375,-0.12950333952903748,0.8025236129760742,0.3454440236091614
1761334328073808100,0.81980810546875,0.29565855860710144,-0.8834632039070129,0.1383608728647232
1761334328092509700,0.838509765625,0.46975502371788025,-2.36114501953125,0.36193737387657166
1761334328111211000,0.8572109375,0.42882707715034485,-1.982408881187439,0.7363975048065186
1761334328129912300,0.875912353515625,0.2516762912273407,-0.5468766689300537,0.3643808364868164
1761334328148614000,0.89461376953125,0.018325943499803543,0.588110089302063,-0.08155044913291931
1761334328167315200,0.913315185546875,-0.15210533142089844,0.7047852277755737,-0.013744457624852657
1761334328186016500,0.9320166015625,-0.3347539007663727,0.393244206905365,0.1853974610567093
1761334328204717800,0.9507177734375,-0.4453204274177551,0.4127918779850006,0.23365578055381775
1761334328223419400,0.96941943359375,-0.41233372688293457,0.7414371371269226,0.189673513174057
1761334328242120700,0.98812060546875,-0.35124725103378296,0.9356921315193176,0.0204639695584774
1761334328260822000,1.006822021484375,-0.3292561173439026,0.8410080671310425,-0.21288637816905975
1761334328279523600,1.025523681640625,-0.2663370370864868,0.5899426341056824,-0.4315759539604187
1761334328298225000,1.044224853515625,-0.04153880476951599,0.5074759125709534,-0.6386591196060181
1761334328316926200,1.06292626953125,0.16615521907806396,0.5673406720161438,-0.8090903759002686
1761334328335627500,1.08162744140625,0.1899789422750473,0.6357575058937073,-0.8090903759002686
1761334328354329000,1.1003291015625,0.10018182545900345,0.8086322546005249,-0.7095194458961487
1761334328373030400,1.119030517578125,0.07330377399921417,0.845894992351532,-0.6239983439445496
1761334328391731700,1.137731689453125,0.10751219838857651,0.24052800238132477,-0.5140427350997925
1761334328410433300,1.156433349609375,-0.08613193035125732,-0.10827577859163284,0.09804379940032959
1761334328429134600,1.175134521484375,-0.07269290834665298,0.07192932814359665,0.5513054728507996
1761334328447836000,1.1938359375,0.05742128938436508,0.6876810193061829,0.3436114490032196
1761334328466537200,1.212537109375,-0.001832594396546483,0.7970257997512817,-0.28985533118247986
