accel_mean_x,accel_var_x,accel_rms_x,gyro_mean_x,gyro_var_x,gyro_rms_x,accel_mean_y,accel_var_y,accel_rms_y,gyro_mean_y,gyro_var_y,gyro_rms_y,accel_mean_z,accel_var_z,accel_rms_z,gyro_mean_z,gyro_var_z,gyro_rms_z,accel_sma,gyro_sma,accel_dominant_freq,accel_spectral_energy,gyro_dominant_freq,gyro_spectral_energy,activity
0.27086753455301127,6.010239639403071,2.458361364082834,-0.014660755984174708,0.3850601235198196,0.6186339740070173,4.282498525033395,40.336581995545465,7.642477678464079,0.038850998766720296,0.45167128301981796,0.6709467499274372,8.624881406625112,144.9949744804899,14.778935029143142,0.005322668253211304,0.10445505926809563,0.3221599338894302,6.210358505157961,0.40369609776793774,9.333333333333332,135979.66341934225,9.333333333333332,8610.929860403587,jumping
0.2479921467602253,7.061015463332553,2.6599703253542284,0.0027773969372113546,0.37087246345677655,0.6069659745824403,4.230733786374331,39.43328034121612,7.554435794735255,-0.06458469650475308,0.6200428661123717,0.7874518588634906,9.210580554356177,151.70875048707163,15.347056817691202,-0.07823548860653924,0.1258161340139784,0.36207478711548335,6.483028609272506,0.45514855986034186,9.333333333333332,159197.44796471426,4.666666666666666,8289.17312176826,jumping
0.27937002406766015,6.922745422252736,2.6371654093840897,0.010967057831585405,0.39198856194724974,0.6240958109337722,3.9497685182094573,38.88152945256198,7.363626185762698,-0.04862076362051691,0.5713660902870721,0.7549310973019547,8.326783538510401,155.28776051727132,14.952853670042295,-0.061742139278212566,0.1377625738064377,0.37504166223284907,6.148889529783693,0.4621762199972808,9.333333333333332,156479.4314201689,9.333333333333332,8763.650577564356,jumping
1.1935239841168126,16.49979874241588,4.220698945055803,-0.05529140626468385,0.6465027254555171,0.8032744530311788,3.789146317144235,36.17704788199143,7.0917908440326896,-0.06876301042735576,0.9618167724765355,0.9798637722985056,9.713504009445508,240.96474791013975,18.26774415189022,0.08587129880518964,0.18360508114553475,0.4356086858979299,6.929720731108553,0.5588571095091498,4.666666666666666,400821.74065789126,4.666666666666666,14518.121555082143,jumping
1.944678868825237,20.796877661344986,4.943683617822319,-0.031483966659288855,0.7912264322605309,0.8870979819249941,2.918318427912891,30.731031949113635,6.248419068010897,-0.08842063801983992,1.247059044344212,1.1164960934144608,9.8153425150613,294.6895249303933,19.724752895422892,0.02516355673898943,0.2444267330400946,0.49338669020784337,7.198365580443706,0.6491564974052987,4.666666666666666,549900.173545307,4.666666666666666,17706.213664546434,jumping
0.027820555954240263,4.396879803817112,2.09005771574023,-0.03459123871754855,0.6322209735985176,0.7932229956978522,3.7629847962843876,28.483861232266907,6.515675206846889,-0.06707295261944334,0.5261047867937303,0.7260139134489978,8.670185479025045,89.91197565417473,12.825158038942197,-0.08138755090534687,0.14861152436290706,0.3927400085419421,5.410533578256662,0.49047690648223374,8.666666666666666,98287.67824031852,2.0,14157.061220337186,jumping
0.4507599385191376,5.761435901454531,2.43438099954628,-0.016265294671369095,0.32686705564510554,0.5700460523076634,3.841517246911923,36.063870909346676,7.112010957641033,0.009244419460495312,0.4862139178946796,0.695023705398991,9.024658253192902,145.34702586930527,15.027391732558447,-0.12620466349413617,0.15885067592101754,0.41679645932102827,6.163342180395396,0.444489647963136,4.666666666666666,133339.74414641876,4.666666666666666,7311.431289409902,jumping
0.18032311687556407,4.857812341650417,2.204074262024565,0.045647889000053204,0.29811037792791495,0.5460830570330457,4.1190368159705155,32.91527397093633,7.047148579563978,-0.04582707507846256,0.2978770392745845,0.5458858059670852,9.536849910567204,147.88944373868563,15.422549086660311,-0.14293421302145967,0.09764919173713105,0.34267825489460846,6.2772405399050974,0.37216597307732124,8.666666666666666,109303.72543168048,13.333333333333332,6709.650866517524,jumping
-0.0713220738992095,3.3928486951958727,1.8372034569202873,0.052680979780852795,0.30605347157239005,0.5538848262282615,3.9218682281207293,32.735791312915815,6.920881670922128,-0.056623092824593185,0.23115160369605947,0.48251089899169625,8.499672918046514,129.52472419168728,14.174119575627358,-0.0539027078426443,0.07280309617723038,0.27426856202540784,5.57309663334137,0.33121902829113725,9.333333333333332,75944.6221976967,9.333333333333332,6902.739016333007,jumping
0.15267803452753773,3.114860514770523,1.7656175577492925,-0.02303367394333085,0.3282748814149244,0.5715040965214678,4.554849563254975,38.01956268906644,7.649362946134144,-0.07011098876440276,0.22977512694411198,0.4828652436342947,8.886002119332552,122.75174579090665,14.173723381093266,-0.007322232151248803,0.07062474406673745,0.2649670310119783,5.773413110179827,0.3262642361086586,8.666666666666666,70141.62060523297,8.666666666666666,7348.880977668432,jumping
