accel_mean_x,accel_var_x,accel_rms_x,gyro_mean_x,gyro_var_x,gyro_rms_x,accel_mean_y,accel_var_y,accel_rms_y,gyro_mean_y,gyro_var_y,gyro_rms_y,accel_mean_z,accel_var_z,accel_rms_z,gyro_mean_z,gyro_var_z,gyro_rms_z,accel_sma,gyro_sma,accel_dominant_freq,accel_spectral_energy,gyro_dominant_freq,gyro_spectral_energy
0.3812144366615246,1.436893830278677,1.9555750239028302,-0.19486267780327843,-0.18921460118983924,0.1855451676234027,2.1688483024168015,3.5143645024796175,2.912980386828074,0.529393773902493,0.12909875301050028,0.6137443323058644,1.169022836749667,2.7768424617739083,1.9884808950594461,0.04516296432484953,-0.21025908700227722,0.04336029367498088,2.0008189693699348,0.24533535276706095,0.20719249045911137,1.2797568509357429,0.18631362425326112,-0.19083705058682174
0.3183783037773197,1.7451399172829218,2.16195444082283,0.0037920048949875262,-0.19548585869909474,0.1703362502906789,2.1365038247988037,3.4283668387972783,2.871575374030197,-0.28781053390562195,0.3633560326598039,0.8551955609350866,1.2867976722913166,2.920436166293405,2.100344824932139,-0.309650898013883,-0.1597262441372363,0.14492917026111243,2.129174946986903,0.3712119909941351,0.20719249045911137,1.5555134895625335,-0.20425805157035476,-0.1971438938847885
0.40456982481181963,1.704578269268045,2.1386099166948016,0.0970882670457245,-0.18615207915855536,0.19266452230290862,1.9609465813353086,3.3758381102916952,2.7818399666665745,-0.1616858465980351,0.29563148628747743,0.787797848451073,1.1090800700092118,2.9969837467079126,2.0227257049598344,-0.23961501883684438,-0.13146513967453247,0.17792518132107166,1.971883232344789,0.3884049142608895,0.20719249045911137,1.5232317227733232,0.18631362425326112,-0.18784352934598847
2.9156485540819617,4.5140159663894615,3.759612900412687,-0.6577252857690535,-0.07365122616231026,0.4262189694953817,1.8605840310378015,3.118361446293235,2.653999155832566,-0.32082173113269014,0.8388699174224971,1.2539599870280536,1.387927625173511,4.829436303920346,2.6754320152472544,0.3871974440969825,-0.0230177770083548,0.3320463681631809,2.339449572356091,0.6249313088715351,-0.2505698239097105,4.425274927542952,-0.20425805157035476,-0.07504854369368852
4.97898704607654,5.774568152825395,4.499704780588557,-0.38651196506995084,-0.009680167577927553,0.5354806411061895,1.3164593256493877,2.599880555264639,2.25737180416087,-0.4761288319135567,1.2357307024872666,1.537123893788719,1.408405738036012,5.978497539990675,2.962318959553654,0.12941353351448734,0.1208650104704171,0.4790705086732639,2.465910712568555,0.8458455843034159,-0.2505698239097105,6.195873128437088,-0.20425805157035476,-0.01255786381187764
-0.2864084418084587,0.9636131885625051,1.578556603118773,-0.42190987375750144,-0.0799640743120792,0.4131171704556968,1.8442373682742303,2.3859415786027784,2.3830590723126837,-0.3074692562694823,0.23265892503345972,0.7278683772583047,1.1781327692072074,1.5987316862938112,1.6037796274363838,-0.3230355326277057,-0.1058003114651591,0.22296107665222514,1.6243115750290096,0.45764154802676293,0.1417978741207083,0.8320907475731725,-0.42744186632670667,-0.0821257877073058
0.8753587590602627,1.3639070171943533,1.9310272378353204,-0.21314151302273454,-0.21493721593210705,0.12221214388860566,1.8933072787462706,3.107586579244735,2.6635084260488493,0.2954839608054827,0.17715830990886455,0.6636426632318377,1.249411637963187,2.7843721087343782,2.0374023478315375,-0.5133428995456796,-0.08157805472421191,0.28417605009691044,1.9786866334893545,0.34513533805633695,-0.2505698239097105,1.2484026421168584,-0.20425805157035476,-0.21630888340048612
0.1324990438279541,1.0988281867804197,1.6952710001029307,0.4921707934201115,-0.22764829938588493,0.0909770365737692,2.066711525005327,2.807828487047186,2.6330044490706515,-0.1396140240492614,-0.08487691024424306,0.35456154754634683,1.352405279744551,2.8387491388800066,2.115209352313624,-0.5843817580611914,-0.22635939274971187,0.0955720054938108,2.0323028351309365,0.16819801205424018,0.1417978741207083,0.9629278710940548,0.521089346387789,-0.22810454879373832
-0.5587421622416282,0.6690797082377798,1.319719326383085,0.572291458937064,-0.22413727745250844,0.10114642880814792,1.9435134727813548,2.7907410731281663,2.573622678181161,-0.22490906833890892,-0.1777127601836465,0.22322010429797243,1.1438453899190049,2.4459659853118936,1.8693919341327394,-0.20632636036556712,-0.2851365777778318,-0.07850594020164584,1.700836062110414,0.06802275229508897,0.20719249045911137,0.5667232221349405,0.18631362425326112,-0.2243197742813363
0.056561093234469936,0.5875316112049586,1.2464395672025588,-0.2902465964977228,-0.21431492600611018,0.12411266454414317,2.3390230640052843,3.293775681337683,2.9162184433521023,-0.3314715720891963,-0.17962786778962822,0.2239544665083073,1.2215300823462716,2.301106064717999,1.8693139229061482,-0.008531206537794917,-0.2902897981196822,-0.10217497513995907,1.7951324914930264,0.055901027547999124,0.1417978741207083,0.49780121926440024,0.13051767056417318,-0.21557482164810135
